fname_c1,fname_c2,lname_c1,lname_c2,by,bm,bd,rec_id,ent_id
UWE,NA,SCHMITT,NA,1936,6,7,3211,476
UWE,NA,SCHROEDER,NA,2002,2,28,3212,2225
ROBERET,NA,KLEIN,NA,1942,10,14,3213,1423
JUERGEN,NA,SCHMID,NA,1983,10,27,3214,628
ANDREAS,NA,KUEHN,NA,1944,5,19,3215,956
JAN,NA,MARTIN,NA,1968,12,13,3216,4248
RAINER,NA,GROSS,NA,1950,1,22,3217,4424
STEFAN,NA,KRAUSE,WALTER,1954,2,20,3218,3308
CARSTEN,NA,WALTER,NA,1970,8,4,3219,3990
JUERGEN,NA,BUSCH,NA,1940,8,8,3220,2802
HORST,WERNER,RICHTER,NA,2008,12,10,3221,373
HEINZ,NA,SCHWARZ,NA,1955,10,3,3222,2959
THORSTEN,NA,HAHN,NA,1957,11,28,3223,4279
THOMAS,NA,BRANDT,NA,1968,9,27,3224,1243
JUERGEN,NA,WALTER,NA,1954,7,27,3225,336
HORST,NA,MEIER,NA,1954,1,31,3226,1246
STEFAN,NA,GUENTHER,NA,1926,4,28,3227,2028
GUENTHER,NA,MUELLER,NA,1944,1,7,3228,839
DIETER,NA,MEYER,NA,1954,6,19,3229,4065
RAINER,NA,SCHROEDER,NA,1939,2,8,3230,3062
HELMUT,NA,HOFFMANN,NA,2007,4,28,3231,2889
THOMAS,NA,SCHMIDT,NA,1968,2,26,3232,89
RAINER,NA,HUBER,NA,1979,2,9,3233,2466
GEORG,NA,SCHMIDT,NA,1956,12,25,3234,249
JUERGEN,NA,MARTIN,NA,1937,1,19,3235,2167
THOMAS,NA,SOMMER,NA,2004,3,15,3236,2821
ANDREAS,NA,SCHAEFER,NA,1962,7,7,3237,745
STEFAN,NA,MUELLER,NA,1940,10,15,3238,1789
FRANK,NA,FRANKE,NA,1924,1,4,3239,1013
HELMUT,NA,SCHAEFER,NA,1971,1,6,3240,2474
GERD,NA,SCHAEFER,NA,1981,3,7,3241,4356
FRANK,NA,MAIER,NA,1989,7,27,3242,1049
GUENTHER,NA,WOLF,NA,1935,4,20,3243,2248
WERNER,NA,WINKLER,NA,1968,8,24,3244,3188
HANS,NA,SCHULZ,NA,1980,5,17,3245,2582
ALEXANDER,NA,WEBER,NA,2001,10,1,3246,2088
STEFAN,NA,MUELLER,NA,1927,7,14,3247,2671
NORBERT,NA,LEHMANN,NA,1983,3,25,3248,2856
OTTO,NA,MEYER,NA,1977,11,15,3249,2102
THOMAS,WOLFGANG,BECKER,NA,1998,9,5,3250,3846
HORST,NA,WERNER,NA,1970,5,12,3251,2844
ANDREAS,NA,MUELLER,NA,1953,11,19,3252,1500
GUENTHER,NA,MUELLER,NA,1989,11,30,3253,1708
DIETER,NA,VOIGT,NA,1973,5,25,3254,1048
JENS,NA,BRANDT,NA,1935,8,25,3255,1106
KLAUS,NA,MOELLER,NA,1941,9,24,3256,1129
GERHARD,NA,BECKER,NA,1950,12,14,3257,1210
KURT,NA,BRANDT,NA,1987,2,12,3258,3529
SEBASTIAN,NA,SCHNEIDER,NA,2001,9,30,3259,2328
HOLGER,NA,SCHWARZ,NA,2007,8,8,3260,3448
CHRISTIAN,NA,MAIER,NA,1942,2,2,3261,1968
RAINER,NA,MUELLER,NA,1955,9,29,3262,1640
BERND,NA,SCHMIDT,NA,1938,5,7,3263,1015
ANDREAS,NA,ZIMMERMANN,NA,1928,1,19,3264,1627
HERBERT,NA,ALBRECHT,NA,1985,12,15,3265,39
HEINZ,NA,SCHULZ,NA,1979,2,18,3266,1804
HARTMUT,NA,SCHULZ,NA,2002,9,16,3267,69
ERNST,NA,SCHUBERT,NA,1925,1,30,3268,4280
PETER,NA,MUELLER,NA,2002,1,21,3269,443
JOERG,NA,STEIN,NA,1971,5,22,3270,829
CHRISTIAN,NA,MUELLER,NA,1992,3,1,3271,3847
KLAUS,NA,ERNST,NA,1963,8,12,3272,3755
WOLFGANG,NA,SCHMITZ,NA,1969,7,5,3273,582
SVEN,NA,PETERS,NA,1937,4,11,3274,4284
HERBERT,NA,FRIEDRICH,NA,1984,1,11,3275,2299
NORBEKRT,NA,LEHMANN,NA,1983,3,25,3276,2856
MARKGUS,HARTMUT,NEUMANN,NA,1948,7,31,3277,44
THORSTEN,OLIVER,SCHUWZ,NA,1983,9,20,3278,3082
UWE,NA,NEUMANN,NA,1947,5,19,3279,3785
WILLI,NA,MEYER,NA,2001,10,29,3280,1960
PETER,NA,SCHAEFER,NA,1957,9,23,3281,4120
FRANK,NA,SCHMIDT,NA,1998,9,24,3282,625
WOLFGANG,NA,SCHNEIDER,NA,1963,5,23,3283,91
WILLI,WERNER,SCHMIDT,NA,1962,6,19,3284,3775
JUERGEN,NA,LORENZ,NA,2007,9,3,3285,4334
OLIVER,NA,MUELLER,NA,1949,8,19,3286,3897
BERND,NA,SCHULZE,NA,1995,12,16,3287,2081
MARTIN,PETER,MUELLER,NA,2006,11,27,3288,983
VOLKER,NA,SCHUSTER,NA,1987,6,22,3289,2858
CHRISTIAN,NA,MUELLER,NA,1952,6,21,3290,3436
NORBERT,NA,SCHOLZ,NA,1952,11,28,3291,3803
HANS,STEFAN,RICHTER,NA,1966,7,7,3292,3593
UWE,NA,SCHREIBER,NA,1984,7,4,3293,3545
BERND,NA,ALBRECHT,NA,1966,7,17,3294,819
RUEDIGER,NA,SCHWARZ,NA,1990,12,6,3295,3512
ROLF,NA,SCHMITT,NA,2002,7,8,3296,87
JOACHIM,NA,KOCH,NA,2000,10,23,3297,4124
CHRISTIAN,BERND,SCHULZE,NA,1981,3,3,3298,2773
HELMUT,NA,DIETRICH,NA,1925,1,13,3299,3380
WOLFGANG,NA,MUELLER,NA,2002,1,16,3300,1245
JOERG,NA,FUCHS,NA,1981,11,16,3301,2491
WILHELM,NA,WEISS,NA,1932,8,1,3302,1820
GERHARD,NA,PETERS,NA,1984,8,16,3303,3968
WOLFGANG,PETER,WAGNER,NA,1948,10,11,3304,3121
THORSTEN,NA,SEIDEL,NA,1969,10,3,3305,1672
JAN,NA,SCHULZE,NA,2008,10,3,3306,668
GUENTHER,NA,LUDWIG,NA,1960,6,23,3307,1477
MATTHIAS,NA,WOLFF,NA,1966,3,29,3308,938
JUERGEN,NA,FUCHS,NA,1982,1,2,3309,1331
PATRICK,NA,MUELLER,NA,1949,10,7,3310,3186
RALF,NA,KOEHLER,NA,1960,10,1,3311,1559
MANFRED,NA,SCHWARZ,NA,1975,12,10,3312,3881
WERNER,NA,LANGE,NA,1990,1,20,3313,2090
FRITZ,NA,BRAUN,NA,1979,5,16,3314,1620
BERNHARD,NA,BECKER,NA,2002,1,10,3315,2083
ALEXANDER,NA,KOCH,NA,1956,7,25,3316,1929
GUENTHER,NA,BERGER,NA,1961,1,13,3317,3367
DIETER,NA,HARTMANN,NA,1965,11,8,3318,2120
WALTER,NA,KAISER,NA,1961,11,7,3319,1586
UWE,NILS,HORN,NA,1965,7,10,3320,3274
HEINZ,NA,BAUMANN,NA,1968,9,6,3321,3058
MICHAEL,NA,BUSCH,SCHMIDT,1983,7,3,3322,3230
ANDREAS,NA,MUELLER,NA,1982,5,23,3323,81
CHRISTIAN,NA,ROTH,NA,1977,8,6,3324,2281
RALF,NA,MEYER,NA,1988,6,16,3325,1144
MICHAEL,NA,HERRMANN,NA,1947,11,23,3326,21
WOLFGANG,NA,WERNER,NA,1938,1,7,3327,2290
JAN,NA,SCHMITT,NA,1969,7,17,3328,3339
HORST,NA,WINKLER,NA,1999,7,2,3329,706
MANFRED,NA,MAIER,NA,1946,8,11,3330,2055
KLAUS,NA,SCHULZ,NA,1957,3,31,3331,3075
BERND,NA,SCHMID,NA,2003,10,21,3332,1427
JENS,NA,LUDWIG,NA,1956,6,17,3333,2601
DANIEL,NA,MAIER,NA,1983,12,18,3334,733
WOLFGANG,NA,SCHWARZ,NA,1999,5,28,3335,2982
HORST,NA,HAAS,NA,1962,4,17,3336,3385
CARSTEN,NA,ENGEL,NA,1950,5,27,3337,475
DIRK,NA,HARTMANN,NA,1981,4,20,3338,1350
JOERG,NA,KLEIN,NA,1959,2,9,3339,1418
STEFAN,NA,WEISS,NA,1932,6,22,3340,3919
WILHELM,NA,SCHMIDT,NA,2006,1,24,3341,3754
CARSTEN,NA,MEYER,NA,1952,8,16,3342,3108
MARTIN,NA,SCHNEIDER,NA,1943,9,23,3343,4183
PETER,NA,SCHMIDT,NA,1946,9,24,3344,3285
ERICH,NA,BRAUN,NA,1953,1,24,3345,3377
THORSTEN,NA,MOELLER,NA,1982,9,4,3346,2043
NORBERT,NA,FISCHER,NA,1955,9,9,3347,357
FRANK,NA,SCHULZE,NA,1944,6,13,3348,1288
STEFAN,NA,MUELLER,NA,1959,1,7,3349,613
ROLF,NA,SCHUBERT,NA,1970,2,26,3350,1793
HEINZ,NA,HEINRICH,NA,1969,8,1,3351,3884
HORST,NA,HOFMANN,NA,1944,11,4,3352,2358
BERND,NA,LANGE,NA,1995,6,25,3353,4443
PETER,NA,VOGEL,NA,1948,12,15,3354,374
FRANK,NA,SCHROEDER,NA,1973,10,19,3355,29
MATTHIAS,NA,RICHTER,NA,1930,3,3,3356,2114
WOLFGANG,ERICH,SCHMITZ,NA,1992,10,12,3357,461
DIRK,NA,BAUMANN,NA,2001,7,18,3358,2761
THOMAS,NA,HERRMANN,NA,1969,10,17,3359,1715
HEINZ,NA,WOLF,NA,1975,6,6,3360,208
HERBERT,NA,FISCHER,NA,1970,9,19,3361,2546
MARTIN,NA,MUELLER,NA,2007,9,21,3362,2789
DIRK,NA,SCHROEDER,NA,1969,3,7,3363,855
THOMAS,UWE,WOLFF,NA,1978,7,19,3364,2157
CARSTEN,NA,BRAUN,NA,2000,11,8,3365,3913
SVEN,NA,JUNG,NA,1974,7,6,3366,551
HANS,NA,BRMUN,NA,1970,6,3,3367,1507
MICHAEL,NA,FRANKE,NA,1929,9,14,3368,679
DIETER,NA,KELLER,NA,1956,1,27,3369,3566
WERNER,NA,BECKER,NA,1962,12,25,3370,334
PETER,NA,SCHNEIDER,NA,1956,5,4,3371,4465
REINHARD,MANFRED,ERNST,NA,1959,4,14,3372,2826
KARL,NA,KRAUS,NA,1964,12,27,3373,211
MATTHIAS,NA,MUELLER,NA,1947,2,26,3374,2524
WOLFGANG,HORST,MUELLER,NA,1987,11,1,3375,15
GERHARD,NA,KRAUSE,NA,1977,7,14,3376,894
STEFAN,NA,WEBER,NA,1972,10,4,3377,2424
CHRISTIAN,NA,FISCHER,NA,1999,12,21,3378,2273
JOACHIM,NA,WOLF,NA,1936,7,30,3379,3254
BERND,NA,ZIMMERMANN,NA,1993,4,28,3380,598
MICHAEL,NA,FISCHER,NA,1968,5,10,3381,3984
BERND,NA,WOLF,NA,1959,8,9,3382,4095
ANDREAS,NA,FRANK,NA,1999,11,16,3383,2641
KLAUS,NA,OTTO,NA,1950,5,23,3384,2873
KLAUS,NA,SOMMER,NA,1995,9,5,3385,3551
THOMAS,NA,WOLF,NA,1997,6,20,3386,1377
WILHELM,WILHELM,KRAUSE,NA,1975,6,24,3387,2541
HELMUT,NA,KLEIN,NA,1954,8,7,3388,2447
ANDREAS,NA,NEUMANN,NA,2003,8,10,3389,1358
SVEN,NA,MUELLER,NA,1987,4,15,3390,3547
JOACHIM,NA,KUEHN,NA,1994,11,71,3391,2072
RAINER,NA,FISCHER,NA,1962,4,30,3392,203
MANFRED,NA,WEISS,NA,1969,7,12,3393,3533
PETER,NA,BAUER,NA,1943,12,13,3394,1133
ERICH,NA,WERNER,NA,1986,5,6,3395,1894
ROLF,JOERG,HUBER,NA,1991,8,15,3396,1787
WALTER,NA,FISCHER,NA,1989,12,10,3397,196
JENS,NA,SCHNEIDER,NA,1938,3,29,3398,1659
HERBERT,NA,VOIGT,NA,1974,2,4,3399,372
JOERG,NA,MUELLER,NA,2001,1,1,3400,2327
PETER,NA,BERGMANN,NA,1975,10,10,3401,2966
TOBIAS,NA,SEIDEL,NA,1942,2,12,3402,2453
FRANK,NA,MUELLER,NA,1932,1,6,3403,1693
GUENTHER,NA,WEBER,NA,1977,6,13,3404,2427
GERHARD,NA,KAISER,NA,1994,5,20,3405,2182
CARSTEN,NA,RICHTER,NA,1959,2,20,3406,3636
DIRK,NA,WEISS,NA,1972,6,22,3407,3402
DIRK,NA,SCHUMACHER,NA,1985,3,6,3408,1630
TOBIAS,NA,MEIER,NA,1971,2,12,3409,1592
MAIK,NA,WOLFF,NA,1978,4,26,3410,1832
JENS,JUERGEN,KLEIN,NA,1933,8,16,3411,1191
WERNER,NA,SCHMIDT,NA,1934,6,13,3412,1381
HOLGER,NA,FRIEDRICH,NA,1985,3,6,3413,1535
HEINZ,NA,KLEIN,NA,1973,7,18,3414,2604
HEINZ,NA,BECKER,NA,2006,7,30,3415,1188
MATTHIAS,NA,FISCHER,NA,1997,6,23,3416,2385
GEORG,NA,KRUEGER,NA,1978,4,26,3417,4153
KARL,NA,SCHMIDT,LANGE,1989,12,24,3418,3125
HANS,NA,LORENZ,NA,1930,8,22,3419,136
GERHARD,NA,WERNER,NA,1981,1,15,3420,2183
STEFAN,NA,LANGE,NA,1949,11,14,3421,3821
DENNIS,NA,POHL,NA,1968,2,19,3422,3713
STEFAN,NA,WINKLER,NA,1959,10,20,3423,1623
STEFAN,WALTER,LANGE,NA,1989,4,13,3424,2177
JUERGEN,NA,WEISS,NA,2001,10,17,3425,3035
MICHAEL,NA,KOERTIG,NA,2001,5,8,3426,4381
HEINZ,HORST,BAUER,NA,1963,7,8,3427,3864
PETER,NA,HEINRICH,NA,1927,5,15,3428,146
CHRISTOPH,NA,NEUMANN,NA,1991,7,16,3429,1250
JOERG,NA,ZIMMERMANN,NA,1961,7,3,3430,923
WOLFGANG,NA,BRANDT,NA,1964,3,10,3431,553
GUENTHER,NA,SCHMIDT,NA,1953,6,21,3432,1807
KURT,NA,BECK,NA,1961,4,9,3433,1200
ROLF,NA,LANGE,NA,1993,3,20,3434,3703
PAUL,NA,THOMAS,NA,1939,9,12,3435,2329
UWE,NA,SCHMIDT,NA,1945,7,8,3436,2337
FLORIAN,NA,LEHMANN,NA,1969,7,21,3437,282
THOMAS,NA,SCHMIDT,NA,1952,10,21,3438,1385
UWE,NA,WEISS,NA,1965,4,13,3439,3220
THOMAS,NA,OTTO,NA,1963,8,19,3440,219
MANFRED,NA,BERGMANN,NA,1993,8,12,3441,1173
SEBASTIAN,NA,SCHMITZ,NA,1991,7,2,3442,4160
DIETER,NA,WINKLER,NA,1953,9,11,3443,3709
RAINER,NA,NEUMANN,NA,1992,6,5,3444,1633
HORST,NA,WINKLER,NA,1973,10,14,3445,1817
MATTHIAS,NA,SCHUSTER,NA,1932,7,16,3446,319
REINHARD,NA,HOFFMANN,NA,1987,8,10,3447,1089
MICHAEL,NA,KELLER,NA,1984,7,22,3448,3132
JUERGEN,WERNER,RICHTER,NA,1967,12,2,3449,3195
HERMANN,NA,KELLER,NA,1937,12,24,3450,2766
BERND,NA,LORENZ,NA,1978,6,10,3451,2047
PETER,NA,HOFMANN,NA,1938,3,26,3452,693
ROLF,NA,WALTER,NA,1934,1,21,3453,554
PETER,NA,SCHUSTER,NA,1994,10,10,3454,4294
KARL,NA,SCHMIDT,NA,1993,6,23,3455,4148
CHRISTIAN,NA,WEBER,NA,1961,9,25,3456,1328
PETER,NA,MUELLER,NA,1955,11,2,3457,1790
GUENTHER,NA,SOMMER,NA,1959,7,6,3458,1084
ANDREAS,NA,RICHTER,NA,1979,5,25,3459,1934
MICHAEL,NA,FRANKE,NA,1956,9,3,3460,13
JENSB,JUERGEN,KLEIN,NA,1933,8,16,3461,1191
PETER,NA,KAISER,NA,1992,10,13,3462,4395
THORSTEN,NA,SEIDEL,NA,1978,11,14,3463,1432
STEFVAN,NA,BAUER,NA,1956,6,28,3464,528
CHRISTIAN,NA,BECKER,NA,1954,3,23,3465,2893
KARL,NA,THOMAS,NA,1981,7,23,3466,974
LARS,NA,BECKER,NA,1988,8,16,3467,3858
THOMAS,KARL,HERRMANN,NA,1937,5,22,3468,1885
ANDREAS,NA,KLEIN,NA,1989,8,6,3469,2082
KLAUS,NA,LORENZ,NA,1957,6,3,3470,2232
OLIVER,NA,BAUER,NA,1947,6,14,3471,788
WALTXER,NA,SCHULZ,NA,1961,9,7,3472,1536
GERHARD,AXEL,SCHMIDT,NA,1973,5,5,3473,1803
BJOERN,NA,FISCHER,NA,2006,8,12,3474,2353
PAUL,NA,BECK,NA,1950,11,8,3475,1923
FRANK,NA,KLEIN,NA,1930,8,20,3476,337
RALF,NA,MUELLER,NA,1989,11,14,3477,3278
PAUL,NA,PFEIFFER,NA,1956,10,20,3478,2926
KLAUS,NA,BERGER,NA,1999,9,28,3479,2973
ERNST,NA,SCHUBERT,NA,1975,1,30,3480,4280
HORST,NA,KUHN,NA,1959,12,4,3481,1643
PATRICK,NA,JAEGER,NA,1942,2,14,3482,2666
GERHARD,NA,FUCHS,NA,1925,4,28,3483,1666
UWE,NA,WERNER,NA,1939,9,15,3484,255
ROBERT,NA,WAGNER,NA,1983,9,11,3485,4344
LARS,NA,KRAUSE,NA,1933,8,8,3486,2146
NORBERT,NA,MEYER,NA,1975,8,5,3487,3210
MARTIN,NA,SIMON,NA,1979,8,26,3488,3261
FRITZ,NA,ZIMMERMANN,NA,1956,5,22,3489,2939
THOMAS,NA,MUELLER,NA,1962,12,12,3490,561
ROLF,NA,KRAUS,NA,1934,11,13,3491,932
ROLF,NA,DIETRICH,NA,1953,2,25,3492,3541
GUENTHER,NA,SCHNEIDER,NA,1954,11,17,3493,3441
HEINZ,NA,BERGMANN,NA,1935,12,3,3494,185
MANFRED,GERHARD,WAGNER,NA,1925,3,9,3495,2749
KLAUS,NA,SCHMIDT,NA,1991,4,14,3496,3645
GEORG,NA,THOMAS,NA,2005,4,7,3497,1815
MARCEL,NA,ALBRECHT,NA,1950,10,23,3498,3413
PETER,NA,FISCHER,NA,1966,8,12,3499,3173
HERMANN,HERBERT,SCHAEFER,NA,1966,9,8,3500,1995
HOLGER,NA,HARTMANN,NA,1954,3,29,3501,1854
WERNER,NA,KRUEGER,NA,1963,12,8,3502,2023
NORBERT,CARSTEN,WEBER,NA,1962,1,22,3503,1406
MANFRED,NA,LANGE,NA,2000,6,28,3504,555
THOMAS,NA,SCHULZE,NA,1949,9,5,3505,110
GUENTHER,NA,SCHUSTER,NA,1956,5,30,3506,3842
THORSTEN,NA,MUELLER,NA,1937,7,17,3507,3286
STEFAN,NA,SCHMIDT,NA,1946,7,10,3508,3038
JENS,NA,SCHMITZ,NA,1947,3,12,3509,667
HORST,NA,KOERTIG,NA,1996,5,29,3510,3732
WERNER,NA,HOFMANN,NA,1984,10,28,3511,3486
WALDTER,NA,SCHREIBER,NA,1998,2,22,3512,3830
WERNERG,NA,SCHMIDT,NA,1975,11,21,3513,3662
MATTHIAS,NA,MUELLER,NA,1981,4,7,3514,2976
HANS,NA,ALBRECHT,NA,1979,3,13,3515,1431
THOMAS,NA,SCHMID,NA,1955,1,21,3516,405
HELMUT,NA,KRAUS,NA,1995,2,28,3517,2901
GUENTHER,WALTER,FISCHER,NA,1938,3,30,3518,2585
THOMAS,NA,FRANK,NA,2001,11,11,3519,2350
ANDRE,NA,LORENZ,NA,1963,8,14,3520,1221
JOERG,THORSTEN,ROTH,NA,1947,2,20,3521,2452
FRANK,NA,SCHMITZ,NA,1963,11,5,3522,4423
ANDREAS,NA,WERNER,NA,1948,2,7,3523,491
GERHARD,NA,WAGNER,NA,1977,1,12,3524,501
MARTIN,ANDREAS,WAGNER,NA,1947,1,22,3525,1123
REINHARD,ANDREAS,SIMON,NA,1935,4,24,3526,2440
HEINZ,NA,WERNER,NA,1952,8,3,3527,548
ALFRED,NA,SCHROEDER,NA,1961,6,14,3528,2381
JOHANNES,NA,NEUMANN,NA,1951,11,2,3529,2002
UWE,NA,GUENTHER,NA,1961,3,11,3530,538
CHRISTIAN,GUENTHER,KOEHLER,NA,2004,5,23,3531,2627
GERD,NA,KRAUD,NA,1940,6,24,3532,4332
PETER,WOLFGANG,BECKER,NA,1924,12,19,3533,2438
JUERGEN,JUERGEN,ZIMMERMANN,NA,1932,7,15,3534,3227
KAI,NA,KLEIN,NA,2003,11,16,3535,1712
JOACHIM,NA,WINKLER,NA,1976,3,13,3536,2369
UWE,NA,MOELLER,NA,1936,9,4,3537,157
DIETER,NA,MUELLER,NA,1991,11,21,3538,167
HERMANN,NA,SCHMIDT,NA,1961,7,14,3539,1874
DIRK,NA,SCHROEDER,NA,1983,7,1,3540,2110
GUENTHER,NA,JAEGER,NA,1946,1,14,3541,3510
RUDORLF,NA,LEHMANN,NA,1987,3,13,3542,2854
CHRISTIAN,NA,FISCHER,NA,1981,12,26,3543,1302
HORST,NA,WEBER,NA,1979,11,6,3544,165
JOHANNES,NA,KUHN,NA,1942,11,22,3545,3136
RAINER,GERHARD,KRUEGER,NA,2002,3,7,3546,1274
STEFAN,NA,JUNG,NA,1966,10,31,3547,2398
UWE,NA,ROTH,NA,2007,3,10,3548,4405
RALF,NA,WINTER,NA,1937,11,6,3549,3482
SEBASTIAN,NA,HUBER,NA,1985,6,5,3550,295
THOMAS,NA,MOELLER,NA,1951,7,13,3551,3314
MANFRED,NA,WINKLER,NA,1995,10,6,3552,1315
HERMANN,NA,MEYER,NA,1993,10,10,3553,3959
KARL,NA,WOLF,NA,1983,9,3,3554,4297
GUENTHER,NA,HOFMANN,NA,1952,10,15,3555,3503
THOMAS,NA,FISCHER,NA,2004,11,27,3556,3565
RAINER,NA,LEHMANN,NA,1942,6,20,3557,3956
ERNST,NA,LANGE,NA,1955,4,21,3558,4223
ANDREAS,NA,HAAS,NA,1947,2,9,3559,3994
HORST,NA,MEYER,NA,1958,5,1,3560,2709
JUERGEN,MATTHIAS,MEIER,NA,1998,12,14,3561,3057
CHRISTIAN,NA,LANGE,NA,1935,6,4,3562,1973
HELMUT,NA,SCHMITZ,NA,1936,1,24,3563,3410
WOLFGANG,NA,BRANDT,NA,1964,2,10,3564,553
HORST,NA,SCHMIDT,NA,1980,10,26,3565,3214
JOACHIM,NA,HERRMANN,NA,1961,11,7,3566,1959
MARCO,NA,PFEIFFER,NA,1942,6,7,3567,1450
CHRISTIAN,NA,SCHAEFER,NA,1932,1,26,3568,3918
WERNER,NA,MEYER,NA,1990,7,19,3569,3807
RALF,NA,SCHULZ,NA,1936,5,17,3570,1987
ULRICH,PETER,LANGE,NA,1949,10,4,3571,1889
JENS,NA,SCHMID,NA,1989,6,4,3572,4272
RAINER,NA,BUSCH,NA,1935,2,22,3573,362
MICHAEL,NA,SCHAEFER,NA,1953,5,4,3574,3361
WOLFGANG,NA,WOLF,NA,1972,7,11,3575,2882
GERHARD,OLIVER,MUELLER,NA,1941,8,14,3576,4015
UWE,NA,WEBER,NA,1944,10,25,3577,2908
HEIKO,NA,SIMON,NA,1932,10,8,3578,88
ANDREAS,NA,JAEGER,NA,1936,7,13,3579,234
THOMAS,NA,KAISER,NA,1980,5,13,3580,2064
NORBERZT,NA,MUELLER,NA,2004,6,5,3581,850
PETER,NA,ZIMMERMANN,NA,1949,2,28,3582,3145
KLAUS,NA,MUELLER,NA,1977,10,9,3583,1698
HORST,NA,SCHMIDT,NA,1980,2,12,3584,2397
PETER,NA,VOIGT,NA,1949,3,26,3585,3030
PETER,NA,WEBER,NA,1948,9,18,3586,793
GERHARD,NA,BRAUN,NA,1934,9,21,3587,1386
MICHAEL,NA,SCHMIDT,NA,1983,10,20,3588,3376
MAIK,PETER,LEHMANN,NA,1934,7,27,3589,4489
FRANK,NA,LEHMANN,NA,1937,8,22,3590,2341
OLAF,NA,GRAF,NA,1968,5,5,3591,3677
WERNER,NA,WERNER,NA,1929,4,7,3592,2960
CHRISTIAN,NA,KOEHLER,NA,1966,10,12,3593,4404
GUENTHER,NA,HOFFMANN,NA,1955,4,14,3594,940
THORSTEN,NA,SCHMIDT,NA,1991,10,5,3595,1836
BERND,NA,FRANK,NA,1934,6,6,3596,2307
WERNER,NA,FRANKE,NA,1977,4,12,3597,638
GERHARD,NA,MUELLER,NA,2001,9,4,3598,3336
HELMUT,NA,WINTER,NA,1949,12,18,3599,4147
WERNER,NA,KRUEGER,NA,2000,8,30,3600,4228
WERNER,NA,MUELLER,NA,1989,5,27,3601,916
CHRISTIAN,NA,KOCH,NA,1943,9,24,3602,2269
REINHARD,HEINRICH,ALBRECHT,NA,1954,7,7,3603,4438
PETER,NA,HARTMANN,NA,2004,5,28,3604,1384
MARCO,NA,NEUMANN,NA,1954,9,22,3605,98
HORST,KLAUS,BERGMANN,NA,1973,4,12,3606,724
THORSTEN,NA,LEHMANN,NA,1940,9,27,3607,1509
OTTO,NA,FRANK,NA,1982,5,16,3608,750
THOMAS,NA,KOEHLER,NA,1972,7,11,3609,2060
MARKUS,NA,BECKER,NA,1982,5,6,3610,1287
GERHARD,NA,SCHMITT,NA,1989,10,28,3611,3639
PAUL,NA,SCHAECFER,NA,1942,7,2,3612,20
GUENTHER,NA,SCHAEFER,NA,1985,10,19,3613,980
RALF,NA,BAUER,NA,1964,2,16,3614,3487
GERHARD,NA,KUHN,NA,1980,1,4,3615,3489
JENS,NA,KUEHN,NA,1965,1,21,3616,3181
HEINZ,NA,KELLER,NA,1935,11,3,3617,3073
BERND,NA,SCHULTE,NA,1980,3,11,3618,3794
SVEN,NA,MUELLER,NA,1970,1,13,3619,1728
WERNER,NA,NEUMANN,NA,1966,2,20,3620,3182
MANFRED,NA,HOFFMANN,NA,1924,1,13,3621,3543
HANS,NA,MUELLER,NA,1943,9,3,3622,4021
RUDOLF,NA,BAUMANN,NA,1959,6,15,3623,1074
JENS,NA,DIETRICH,NA,1968,8,24,3624,1367
CHRISTIAN,NA,KUHN,NA,2006,5,26,3625,3051
OTTO,NA,KOERTIG,NA,2007,9,22,3626,4365
WOLFGANG,NA,BECKER,NA,2007,4,15,3627,2244
JUERGEN,NA,SCHMIDT,NA,2008,8,22,3628,4484
BERND,NA,KLEIN,NA,2006,11,12,3629,2306
CHRISTOPH,NA,MUELLER,NA,1970,8,31,3630,1259
STEFAN,NA,POHL,NA,1957,9,22,3631,2288
MICHAEL,NA,FISCHER,NA,1993,5,23,3632,1228
HORST,NA,MEIER,NA,1933,11,4,3633,382
PETER,NA,SCHULZ,NA,1988,10,3,3634,2218
HEINZ,NA,HOFFMANN,NA,1965,11,14,3635,3801
ROLF,NA,SCHMID,NA,1954,1,24,3636,977
ROLF,WOLFGANG,HARTMANN,NA,1938,11,14,3637,754
BERND,NA,VOGEL,NA,1959,12,20,3638,4387
STEFAN,NA,SCHNEIDER,NA,1997,6,1,3639,4473
HANS,NA,MUELLER,NA,1959,11,14,3640,4306
MARTIN,NA,KRUEGER,NA,1945,8,20,3641,3255
THOMAS,NA,MUELLER,NA,1941,4,15,3642,1598
DENNIS,NA,POHL,NA,1975,11,6,3643,3862
BERND,NA,SCHMIDT,NA,1986,6,20,3644,2713
ANDREAS,NA,SAUER,NA,1950,4,30,3645,1319
LARS,NA,KAISER,NA,1998,5,21,3646,292
DIETER,NA,WERNER,NA,1981,5,20,3647,3174
THOMAS,NA,LANG,NA,1934,2,9,3648,3653
ANDREAS,NA,BAUER,NA,2001,11,12,3649,1439
FRANK,NA,SCHMIDT,NA,1986,10,15,3650,2026
STEFAN,NA,LANGE,NA,1969,11,14,3651,3821
GERHARD,NA,SCHOLZ,NA,1936,5,6,3652,3826
ALFRED,NA,HOFFMANN,NA,1937,3,18,3653,2918
PETER,NA,KUHN,NA,1947,11,8,3654,1650
JOERG,NA,WOLFF,NA,1978,3,20,3655,1164
JUERGEN,NA,MUELLER,NA,1964,5,24,3656,663
MARTIN,NA,MUELLER,NA,2007,9,13,3657,2422
